LEVEL,CODE,DISPLAY,VERSION
,M40.53,"Lordosis, unspecified, cervicothoracic region",ICD_MM
,M40.54,"Lordosis, unspecified, thoracic region",ICD_MM
,M40.55,"Lordosis, unspecified, thoracolumbar region",ICD_MM
,M40.56,"Lordosis, unspecified, lumbar region",ICD_MM
,M40.57,"Lordosis, unspecified, lumbosacral region",ICD_MM
,M40.58,"Lordosis, unspecified, sacral and sacrococcygeal region",ICD_MM
,M40.59,"Lordosis, unspecified, site unspecified",ICD_MM
Diseases of the genitourinary system,,,ICD_MM
,N00,Acute nephritic syndrome,ICD_MM
,N00.0,"Acute nephritic syndrome, minor glomerular abnormality",ICD_MM
,N00.1,"Acute nephritic syndrome, focal and segmental glomerular lesions",ICD_MM
,N00.2,"Acute nephritic syndrome, diffuse membranous glomerulonephritis",ICD_MM
,N00.3,"Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N00.4,"Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N00.5,"Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N00.6,"Acute nephritic syndrome, dense deposit disease",ICD_MM
,N00.7,"Acute nephritic syndrome, diffuse crescentic glomerulonephritis",ICD_MM
,N00.8,"Acute nephritic syndrome, other",ICD_MM
,N00.9,"Acute nephritic syndrome, unspecified",ICD_MM
,N01,Rapidly progressive nephritic syndrome,ICD_MM
,N01.0,"Rapidly progressive nephritic syndrome, minor glomerular abnormality",ICD_MM
,N01.1,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions",ICD_MM
,N01.2,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis",ICD_MM
,N01.3,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N01.4,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N01.5,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N01.6,"Rapidly progressive nephritic syndrome, dense deposit disease",ICD_MM
,N01.7,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis",ICD_MM
,N01.8,"Rapidly progressive nephritic syndrome, other",ICD_MM
,N01.9,"Rapidly progressive nephritic syndrome, unspecified",ICD_MM
,N02,Recurrent and persistent haematuria,ICD_MM
,N02.0,"Recurrent and persistent haematuria, minor glomerular abnormality",ICD_MM
,N02.1,"Recurrent and persistent haematuria, focal and segmental glomerular lesions",ICD_MM
,N02.2,"Recurrent and persistent haematuria, diffuse membranous glomerulonephritis",ICD_MM
,N02.3,"Recurrent and persistent haematuria, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N02.4,"Recurrent and persistent haematuria, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N02.5,"Recurrent and persistent haematuria, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N02.6,"Recurrent and persistent haematuria, dense deposit disease",ICD_MM
,N02.7,"Recurrent and persistent haematuria, diffuse crescentic glomerulonephritis",ICD_MM
,N02.8,"Recurrent and persistent haematuria, other",ICD_MM
,N02.9,"Recurrent and persistent haematuria, unspecified",ICD_MM
,N03,Chronic nephritic syndrome,ICD_MM
,N03.0,"Chronic nephritic syndrome, minor glomerular abnormality",ICD_MM
,N03.1,"Chronic nephritic syndrome, focal and segmental glomerular lesions",ICD_MM
,N03.2,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis",ICD_MM
,N03.3,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N03.4,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N03.5,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N03.6,"Chronic nephritic syndrome, dense deposit disease",ICD_MM
,N03.7,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis",ICD_MM
,N03.8,"Chronic nephritic syndrome, other",ICD_MM
,N03.9,"Chronic nephritic syndrome, unspecified",ICD_MM
,N04,Nephrotic syndrome,ICD_MM
,N04.0,"Nephrotic syndrome, minor glomerular abnormality",ICD_MM
,N04.1,"Nephrotic syndrome, focal and segmental glomerular lesions",ICD_MM
,N04.2,"Nephrotic syndrome, diffuse membranous glomerulonephritis",ICD_MM
,N04.3,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N04.4,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N04.5,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N04.6,"Nephrotic syndrome, dense deposit disease",ICD_MM
,N04.7,"Nepthrotic syndrome, diffuse crescentic glomerulonephritis",ICD_MM
,N04.8,"Nephtrotic syndrome, other",ICD_MM
,N04.9,"Nepthrotic syndrome, unspecified",ICD_MM
,N05,Unspecified nephritic syndrome,ICD_MM
,N05.0,"Unspecified nephritic syndrome, minor glomerular abnormality",ICD_MM
,N05.1,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",ICD_MM
,N05.2,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",ICD_MM
,N05.3,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N05.4,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N05.5,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomeru",ICD_MM
,N05.6,"Unspecified nephritic syndrome, dense deposit disease",ICD_MM
,N05.7,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",ICD_MM
,N05.8,"Unspecified nephritic syndrome, other",ICD_MM
,N05.9,"Unspecified nephritic syndrome, unspecified",ICD_MM
,N06,Isolated proteinuria with specified morphological lesion,ICD_MM
,N06.0,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality",ICD_MM
,N06.1,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions",ICD_MM
,N06.2,"Isolated proteinuria with specified morphological lesion, diffuse membranous glomerulonephritis",ICD_MM
,N06.3,"Isolated proteinuria with specified morphological lesion, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N06.4,"Isolated proteinuria with specified morphological lesion, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N06.5,"Isolated proteinuria with specified morphological lesion, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N06.6,"Isolated proteinuria with specified morphological lesion, dense deposit disease",ICD_MM
,N06.7,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis",ICD_MM
,N06.8,"Isolated proteinuria with specified morphological lesion, other",ICD_MM
,N06.9,"Isolated proteinuria with specified morphological lesion, unspecified",ICD_MM
,N07,"Hereditary nephropathy, not elsewhere classified",ICD_MM
,N07.0,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",ICD_MM
,N07.1,"Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions",ICD_MM
,N07.2,"Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis",ICD_MM
,N07.3,"Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis",ICD_MM
,N07.4,"Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis",ICD_MM
,N07.5,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",ICD_MM
,N07.6,"Hereditary nephropathy, not elsewhere classified, dense deposit disease",ICD_MM
,N07.7,"Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis",ICD_MM
,N07.8,"Hereditary nephropathy, not elsewhere classified, other",ICD_MM
,N07.9,"Hereditary nephropathy, not elsewhere classified, unspecified",ICD_MM
,N08,Glomerular disorders in diseases classified elsewhere,ICD_MM
,N08.0,Glomerular disorder in infectious and parasitic diseases classified elsewhere,ICD_MM
,N08.1,Glomerular disorders in neoplastic diseases,ICD_MM
,N08.2,Glomerular disorders in blood diseases and disorders involving the immune mechanism,ICD_MM
,N08.3,Glomerular disorders in diabetes mellitus,ICD_MM
,N08.4,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",ICD_MM
,N08.5,Glomerular disorders in systemic connective tissue disorders,ICD_MM
,N08.8,Glomerular disorders in other diseases classified elsewhere,ICD_MM
,N10,Acute tubulo-interstitial nephritis,ICD_MM
,N11,Chronic tubulo-interstitial nephritis,ICD_MM
,N11.0,Nonobstructive reflux-associated chronic pyelonephritis,ICD_MM
,N11.1,Chronic obstructive pyelonephritis,ICD_MM
,N11.8,Other chronic tubulo-interstitial nephritis,ICD_MM
,N11.9,"Chronic tubulo-interstitial nephritis, unspecified",ICD_MM
,N12,Tubulo-interstitial nephritis not specified as acute or chronic,ICD_MM
,N13,Obstructive and reflux uropathy,ICD_MM
,N13.0,Hydronephrosis with ureteropelvic junction obstruction,ICD_MM
,N13.1,Hydronephrosis with ureteral stricture not elsewhere classified,ICD_MM
,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,ICD_MM
,N13.3,Other and unspecified hydronephrosis,ICD_MM
,N13.4,Hydroureter,ICD_MM
,N13.5,Kinking and stricture of ureter without hydronephrosis,ICD_MM
,N13.6,Pyonephrosis,ICD_MM
,N13.7,Vesicoureteral-reflux-associated uropathy,ICD_MM
,N13.8,Other obstructive and reflux uropathy,ICD_MM
,N13.9,"Obstructive and reflux uropathy, unspecified",ICD_MM
,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,ICD_MM
,N14.0,Analgesic nephropathy,ICD_MM
,N14.1,"Nephropathy induced by other drugs, medicaments and biological substances",ICD_MM
,N14.2,"Neuropathy induced by unspecified drug, medicament or biological substance",ICD_MM
,N14.3,Nephropathy induced by heavy metals,ICD_MM
,N14.4,"Toxic nephropathy, not elsewhere classified",ICD_MM
,N15,Other renal tubulo-interstitial diseases,ICD_MM
,N15.0,Balkan nephropathy,ICD_MM
,N15.1,Renal and perinephric abscess,ICD_MM
,N15.8,Other specified renal tubulo-interstitial diseases,ICD_MM
,N15.9,"Renal tubulo-interstitial disease, unspecified",ICD_MM
,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,ICD_MM
,N16.0,Renal tubulo-interstital disorders in infectious and parasitic diseases classified elsewhere,ICD_MM
,N16.1,Renal tubulo-interstitial disorders in neoplastic diseases,ICD_MM
,N16.2,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,ICD_MM
,N16.3,Renal tubulo-interstitial disorders in metabolic diseases,ICD_MM
,N16.4,Renal tubulo-interstitial disorders systemic connective tissue disorders,ICD_MM
,N16.5,Renal tubulo-interstitial disorders in transplant rejection,ICD_MM
,N16.8,Renal tubulo-interstitial disorders in other diseases classified elsewhere,ICD_MM
,N17,Acute renal failure,ICD_MM
,N17.0,Acute renal failure with tubular necrosis,ICD_MM
,N17.1,Acute renal failure with acute cortical necrosis,ICD_MM
,N17.2,Acute renal failure with medullary necrosis,ICD_MM
,N17.8,Other acute renal failure,ICD_MM
,N17.9,"Acute renal failure, unspecified",ICD_MM
,N18,Chronic kidney disease,ICD_MM
,N18.0,End-stage renal disease,ICD_MM
,N18.1,"Chronic kidney disease, stage 1",ICD_MM
,N18.2,"Chronic kidney disease, stage 2",ICD_MM
,N18.3,"Chronic kidney disease, stage 3",ICD_MM
,N18.4,"Chronic kidney disease, stage 4",ICD_MM
,N18.5,"Chronic kidney disease, stage 5",ICD_MM
,N18.8,Other chronic renal failure,ICD_MM
,N18.9,"Chronic renal failure, unspecified",ICD_MM
,N19,Unspecified renal failure,ICD_MM
,N20,Calculus of kidney and ureter,ICD_MM
,N20.0,Calculus of kidney,ICD_MM
,N20.1,Calculus of ureter,ICD_MM
,N20.2,Calculus of kidney with calculus of ureter,ICD_MM
,N20.9,"Urinary calculus, unspecified",ICD_MM
,N21,Calculus of lower urinary tract,ICD_MM
,N21.0,Calculus in bladder,ICD_MM
,N21.1,Calculus in urethra,ICD_MM
,N21.8,Other lower urinary tract calculus,ICD_MM
,N21.9,"Calculus of lower urinary tract, unspecified",ICD_MM
,N22,Calculus of urinary tract in diseases classified elsewhere,ICD_MM
,N22.0,Urinary calculus in schistosomiasis bilharziasis,ICD_MM
,N22.8,Calculus of urinary tract in other diseases classified elsewhere,ICD_MM
,N23,Unspecified renal colic,ICD_MM
,N25,Disorders resulting from impaired renal tubular function,ICD_MM
,N25.0,Renal osteodystrophy,ICD_MM
,N25.1,Nephrogenic diabetes insipidus,ICD_MM
,N25.8,Other disorders resulting from impaired renal tubular function,ICD_MM
,N25.9,"Disorder resulting from impaired renal tubular function, unspecified",ICD_MM
,N26,Unspecified contracted kidney,ICD_MM
,N27,Small kidney of unknown cause,ICD_MM
,N27.0,"Small kidney, unilateral",ICD_MM
,N27.1,"Small kidney, bilateral",ICD_MM
,N27.9,"Small kidney, unspecified",ICD_MM
,N28,"Other disorders of kidney and ureter, not elsewhere classified",ICD_MM
,N28.0,Ischaemia and infarction of kidney,ICD_MM
,N28.1,"Cyst of kidney, acquired",ICD_MM
,N28.8,Other specified disorders of kidney and ureter,ICD_MM
,N28.9,"Disorder of kidney and ureter, unspecified",ICD_MM
,N29,Other disorders of kidney and ureter in diseases classified elsewhere,ICD_MM
,N29.0,Late syphilis of kidney,ICD_MM
,N29.1,Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,ICD_MM
,N29.8,Other disorders of kidney and ureter in other diseases classified elsewhere,ICD_MM
,N30,Cystitis,ICD_MM
,N30.0,Acute cystitis,ICD_MM
,N30.1,Interstitial cystitis chronic,ICD_MM
,N30.2,Other chronic cystitis,ICD_MM
,N30.3,Trigonitis,ICD_MM
,N30.4,Irradiation cystitis,ICD_MM
,N30.8,Other cystitis,ICD_MM
,N30.9,"Cystitis, unspecified",ICD_MM
,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified",ICD_MM
,N31.0,"Uninhibited neuropathic bladder, not elsewhere classified",ICD_MM
,N31.1,"Reflex neuropathic bladder, not elsewhere classified",ICD_MM
,N31.2,"Flaccid neuropathic bladder, not elsewhere classified",ICD_MM
,N31.8,Other neuromuscular dysfunction of bladder,ICD_MM
,N31.9,"Neuromuscular dysfunction of bladder, unspecified",ICD_MM
,N32,Other disorders of bladder,ICD_MM
,N32.0,Bladder-neck obstruction,ICD_MM
,N32.1,Vesicointestinal fistula,ICD_MM
,N32.2,"Vesical fistula, not elsewhere classified",ICD_MM
,N32.3,Diverticulum of bladder,ICD_MM
,N32.4,"Rupture of bladder, nontraumatic",ICD_MM
,N32.8,Other specified disorders of bladder,ICD_MM
,N32.9,"Bladder disorder, unspecified",ICD_MM
,N33,Bladder disorders in diseases classified elsewhere,ICD_MM
,N33.0,Tuberculous cystitis,ICD_MM
,N33.8,Bladder disorders in other diseases classified elsewhere,ICD_MM
,N34,Urethritis and urethral syndrome,ICD_MM
,N34.0,Urethral abscess,ICD_MM
,N34.1,Nonspecific urethritis,ICD_MM
,N34.2,Other urethritis,ICD_MM
,N34.3,"Urethral syndrome, unspecified",ICD_MM
,N35,Urethral stricture,ICD_MM
,N35.0,Post-traumatic urethral stricture,ICD_MM
,N35.1,"Postinfective urethral stricture, not elsewhere classified",ICD_MM
,N35.8,Other urethral stricture,ICD_MM
,N35.9,"Urethral stricture, unspecified",ICD_MM
,N36,Other disorders of urethra,ICD_MM
,N36.0,Urethral fistula,ICD_MM
,N36.1,Urethral diverticulum,ICD_MM
,N36.2,Urethral caruncle,ICD_MM
,N36.3,Prolapsed urethral mucosa,ICD_MM
,N36.8,Other specified disorders of urethra,ICD_MM
,N36.9,"Urethral disorder, unspecified",ICD_MM
,N37,Urethral disorders in diseases classified elsewhere,ICD_MM
,N37.0,Urethritis in diseases classified elsewhere,ICD_MM
,N37.8,Other urethral disorders in diseases classified elsewhere,ICD_MM
,N39,Other disorders of urinary system,ICD_MM
,N39.0,"Urinary tract infection, site not specified",ICD_MM
,N39.1,"Persistent proteinuria, unspecified",ICD_MM
,N39.2,"Orthostatic proteinuria, unspecified",ICD_MM
,N39.3,Stress incontinence,ICD_MM
,N39.4,Other specified urinary incontinence,ICD_MM
,N39.8,Other specified disorders of urinary system,ICD_MM
,N39.9,"Disorder of urinary system, unspecified",ICD_MM
,N40,Hyperplasia of prostate,ICD_MM
,N41,Inflammatory diseases of prostate,ICD_MM
,N41.0,Acute prostatitis,ICD_MM
,N41.1,Chronic prostatitis,ICD_MM
,N41.2,Abscess of prostate,ICD_MM
,N41.3,Prostatocystitis,ICD_MM
,N41.8,Other inflammatory diseases of prostate,ICD_MM
,N41.9,"Inflammatory disease of prostate, unspecified",ICD_MM
,N42,Other disorders of prostate,ICD_MM
,N42.0,Calculus of prostate,ICD_MM
,N42.1,Congestion and haemorrhage of prostate,ICD_MM
,N42.2,Atrophy of prostate,ICD_MM
,N42.3,Dysplasia of prostate,ICD_MM
,N42.8,Other specified disorders of prostate,ICD_MM
,N42.9,"Disorder of prostate, unspecified",ICD_MM
,N43,Hydrocele and spermatocele,ICD_MM
,N43.0,Encysted hydrocele,ICD_MM
,N43.1,Infected hydrocele,ICD_MM
,N43.2,Other hydrocele,ICD_MM
,N43.3,"Hydrocele, unspecified",ICD_MM
,N43.4,Spermatocele,ICD_MM
,N44,Torsion of testis,ICD_MM
,N45,Orchitis and epididymitis,ICD_MM
,N45.0,"Orchitis, epididymitis and epididymo-orchitis with abscess",ICD_MM
,N45.9,Orchitis epididymitis and epididymo-orchitis without abscess,ICD_MM
,N46,Male infertility,ICD_MM
,N47,"Redundant prepuce, phimosis and paraphimosis",ICD_MM
,N48,Other disorders of penis,ICD_MM
,N48.0,Leukoplakia of penis,ICD_MM
,N48.1,Balanoposthitis,ICD_MM
,N48.2,Other inflammatory disorders of penis,ICD_MM
,N48.3,Priapism,ICD_MM
,N48.4,Impotence of organic origin,ICD_MM
,N48.5,Ulcer of penis,ICD_MM
,N48.6,Induratio penis plastica,ICD_MM
,N48.8,Other specified disorders of penis,ICD_MM
,N48.9,"Disorder of penis, unspecified",ICD_MM
,N49,"Inflammatory disorders of male genital organs, not elsewhere classified",ICD_MM
,N49.0,Inflammatory disorders of seminal vesicle,ICD_MM
,N49.1,"Inflammatory disorders spermatic cord, tunica vaginalis and vas deferens",ICD_MM
,N49.2,Inflammatory disorders of scrotum,ICD_MM
,N49.8,Inflammatory disorders of other specified male genital organs,ICD_MM
,N49.9,Inflammatory disorder of unspecified male genital organ,ICD_MM
,N50,Other disorders of male genital organs,ICD_MM
,N50.0,Atrophy of testis,ICD_MM
,N50.1,Vascular disorders of male genital organs,ICD_MM
,N50.8,Other specified disorders of male genital organs,ICD_MM
